quarter,gross_SR,net_SR,gross_PnL,net_PnL,gross_CR,net_CR,avg_daily_trans,stat
2023_Q1,0.8443506065096916,-0.7400396150767767,33479.99999999849,-28680.000000001517,0.9223140495867207,-0.6219908913467916,79.6923076923077,-4.161820975628327
2023_Q3,3.614903190785133,1.3676723258208008,107520.0000000003,39120.0000000003,3.456123432979773,1.0251572327044116,87.6923076923077,3.181436716368991
2023_Q4,2.6186671596189437,0.6621989776112818,87959.99999999908,21479.999999999112,3.5282791817087036,0.5399698340874488,85.23076923076923,0.4974840963445031
2024_Q2,2.4330483655757122,1.1459368822955354,113429.99999999923,52229.99999999923,1.8186628186628182,0.781067743382676,79.48051948051948,2.5551047774293636
2024_Q4,-0.04059863505216215,-1.5434041291941876,-1679.999999999165,-62699.999999999185,-0.030401737242113213,-0.6287605294825487,77.24050632911393,-8.456344870203285
2025_Q1,4.101503890128019,2.617201298142445,172889.99999999907,107849.99999999908,7.513689700130381,3.764397905759134,84.46753246753246,9.910071710835645
2025_Q2,2.9262760317714798,1.6533178826539323,142140.00000000166,78180.00000000159,2.58201634877393,1.230406043437248,82.0,5.027328635895109
TOTAL,16.498150609336815,5.162883622253031,655739.9999999986,207479.9999999986,19.790683794600213,6.090247338541578,575.8039428925505,8.553260091041999
