quarter,gross_SR,net_SR,gross_PnL,net_PnL,gross_CR,net_CR,avg_daily_trans,stat
2023_Q1,2.647580029300651,0.5924238836796784,131080.00000000044,28200.000000000444,2.9872379216044114,0.5202952029520412,131.89743589743588,0.3086331060584974
2023_Q3,3.374054046554543,0.8515848865837918,149283.07768385054,36197.583232697114,3.8317011725834034,0.6897405341596148,144.98140314250443,1.2618354701092704
2023_Q4,1.7129128612900575,-0.9019990557701711,76840.00000000067,-38839.99999999934,1.615643397813302,-0.40918668352295967,148.30769230769232,-5.130546346716741
2024_Q2,1.2232579906997585,-0.39916193104058745,73879.99999999862,-23240.000000001397,0.822717149220482,-0.18802588996764907,126.12987012987013,-2.8286509786547036
2024_Q4,-0.47127527555411275,-2.450029807129406,-23711.035302991913,-119560.5066767243,-0.1971466799405001,-0.7014794135967607,121.32844477687638,-14.112419189010652
2025_Q1,5.267458831853892,3.324022257097014,280599.9999999995,170439.99999999948,9.479729729729637,4.892078071182497,143.06493506493507,14.510908885552187
2025_Q2,2.615564027686844,0.9994989187951328,167039.99999999997,61839.99999999991,2.3808437856328424,0.6710069444444458,134.87179487179486,2.0602084674534704
