quarter,gross_SR_NQ,net_SR_NQ,gross_PnL_NQ,net_PnL_NQ,gross_CR_NQ,net_CR_NQ,av_daily_ntrans_NQ,stat_NQ,gross_SR_SP,net_SR_SP,gross_PnL_SP,net_PnL_SP,gross_CR_SP,net_CR_SP,av_daily_ntrans_SP,stat_SP
2023_Q1,2.765715411505022,2.2579755883440926,9093.80000000001,7437.80000000001,0.17287831781754542,0.14114070441310853,2.123076923076923,3.527510052865763,0.988569163890094,0.006065171889559008,5288.899999999969,32.89999999996871,0.06179311630859981,0.0003791195251613548,6.7384615384615385,-0.0
2023_Q3,2.3288639886123073,1.614365655715842,4709.55999999991,3269.5599999999104,0.1455717703644954,0.10091017237044703,1.8461538461538463,1.3201393131040218,-0.24931217282855608,-1.8169572802429612,-793.4000000002925,-5953.4000000002925,-0.015583913251068665,-0.11357369483789898,6.615384615384615,-4.133364867129341
2023_Q4,2.6898356380245625,2.1700765642912634,5145.68000000032,4137.68000000032,0.16811472737653516,0.13562978526820396,1.3125,2.371734589610583,2.7209612791985522,1.261656915585192,8944.450000000506,4240.450000000506,0.17006007994990954,0.0788535572240745,6.125,1.100342435959929
2024_Q2,1.7842352280025848,0.9198935151998264,2652.4400000000605,1356.4400000000605,0.11152831687770758,0.05750036421588125,1.6615384615384616,0.12801025733571936,1.4523117335819242,0.2823008771700289,6159.74999999994,1215.74999999994,0.09078056563733705,0.017645959002345276,6.338461538461538,-0.042529955409718594
2024_Q4,-1.1628489076123878,-1.990160247197648,-1891.1999999999534,-3283.1999999999534,-0.07268693018368239,-0.12440020194834682,1.7846153846153847,-2.9603487106622683,0.7679623415060153,-0.35397596928897884,3450.650000000178,-1613.349999999822,0.04800350650486376,-0.022126199197484805,6.492307692307692,-0.4084676050522183
2025_Q1,1.7991960665293003,1.4492786992378437,5900.6799999995565,4748.6799999995565,0.11243558725986341,0.09056850705901888,1.5238095238095237,1.4788496600282264,-0.10623098877396535,-1.163732082003397,-490.04999999961,-5434.04999999961,-0.00663860033389098,-0.07272409188043576,6.5396825396825395,-2.8161738605481443
2025_Q2,3.3278796742074173,3.0360769641958805,14757.040000000416,13413.040000000416,0.20801787399489094,0.18977797793344314,1.7230769230769232,6.584232422045709,0.24988265120776135,-0.19536292624339116,2755.5500000004504,-2164.4499999995514,0.01561957250297073,-0.01221167366402743,6.3076923076923075,-0.5369358092988336
